 63,  0 | TrAcc: 0.4460, TrLoss:  1.83275, VaAcc: 0.3620, VaLoss:  2.56843
 64,  0 | TrAcc: 0.4500, TrLoss:  1.81083, VaAcc: 0.3562, VaLoss:  2.57582
 65,  0 | TrAcc: 0.4477, TrLoss:  1.82234, VaAcc: 0.3514, VaLoss:  2.59288
 66,  0 | TrAcc: 0.4433, TrLoss:  1.82894, VaAcc: 0.3594, VaLoss:  2.57575
 67,  0 | TrAcc: 0.4424, TrLoss:  1.82293, VaAcc: 0.3532, VaLoss:  2.59373
 68,  0 | TrAcc: 0.4543, TrLoss:  1.79347, VaAcc: 0.3547, VaLoss:  2.58119
 69,  0 | TrAcc: 0.4498, TrLoss:  1.80434, VaAcc: 0.3708, VaLoss:  2.55331
 70,  0 | TrAcc: 0.4438, TrLoss:  1.83179, VaAcc: 0.3573, VaLoss:  2.58234
 71,  0 | TrAcc: 0.4501, TrLoss:  1.79879, VaAcc: 0.3592, VaLoss:  2.58299
 72,  0 | TrAcc: 0.4463, TrLoss:  1.81624, VaAcc: 0.3553, VaLoss:  2.57729
 73,  0 | TrAcc: 0.4453, TrLoss:  1.80471, VaAcc: 0.3506, VaLoss:  2.58323
 74,  0 | TrAcc: 0.4460, TrLoss:  1.81305, VaAcc: 0.3478, VaLoss:  2.58327
 75,  0 | TrAcc: 0.4435, TrLoss:  1.82613, VaAcc: 0.3521, VaLoss:  2.59443
 76,  0 | TrAcc: 0.4458, TrLoss:  1.82303, VaAcc: 0.3596, VaLoss:  2.59031
 77,  0 | TrAcc: 0.4432, TrLoss:  1.82319, VaAcc: 0.3538, VaLoss:  2.59348
 78,  0 | TrAcc: 0.4463, TrLoss:  1.82147, VaAcc: 0.3642, VaLoss:  2.59320
 79,  0 | TrAcc: 0.4564, TrLoss:  1.79947, VaAcc: 0.3579, VaLoss:  2.58708
 80,  0 | TrAcc: 0.4483, TrLoss:  1.79980, VaAcc: 0.3603, VaLoss:  2.58786
 81,  0 | TrAcc: 0.4454, TrLoss:  1.81512, VaAcc: 0.3627, VaLoss:  2.57880
 82,  0 | TrAcc: 0.4497, TrLoss:  1.79163, VaAcc: 0.3581, VaLoss:  2.58248
 83,  0 | TrAcc: 0.4547, TrLoss:  1.78781, VaAcc: 0.3566, VaLoss:  2.58337
 84,  0 | TrAcc: 0.4482, TrLoss:  1.80780, VaAcc: 0.3637, VaLoss:  2.58651
 85,  0 | TrAcc: 0.4519, TrLoss:  1.78515, VaAcc: 0.3689, VaLoss:  2.59638
 86,  0 | TrAcc: 0.4527, TrLoss:  1.79499, VaAcc: 0.3627, VaLoss:  2.59654
 87,  0 | TrAcc: 0.4525, TrLoss:  1.81074, VaAcc: 0.3614, VaLoss:  2.58885
 88,  0 | TrAcc: 0.4563, TrLoss:  1.79289, VaAcc: 0.3551, VaLoss:  2.60710
 89,  0 | TrAcc: 0.4527, TrLoss:  1.80426, VaAcc: 0.3586, VaLoss:  2.58270
 90,  0 | TrAcc: 0.4580, TrLoss:  1.78315, VaAcc: 0.3771, VaLoss:  2.57947
 91,  0 | TrAcc: 0.4484, TrLoss:  1.79090, VaAcc: 0.3655, VaLoss:  2.58473
 92,  0 | TrAcc: 0.4519, TrLoss:  1.79713, VaAcc: 0.3607, VaLoss:  2.60399
 93,  0 | TrAcc: 0.4491, TrLoss:  1.80888, VaAcc: 0.3689, VaLoss:  2.59110
 94,  0 | TrAcc: 0.4542, TrLoss:  1.80293, VaAcc: 0.3743, VaLoss:  2.59418
 95,  0 | TrAcc: 0.4530, TrLoss:  1.80576, VaAcc: 0.3639, VaLoss:  2.60976
 96,  0 | TrAcc: 0.4580, TrLoss:  1.78965, VaAcc: 0.3659, VaLoss:  2.60410
 97,  0 | TrAcc: 0.4510, TrLoss:  1.80302, VaAcc: 0.3689, VaLoss:  2.59505
 98,  0 | TrAcc: 0.4520, TrLoss:  1.79950, VaAcc: 0.3629, VaLoss:  2.58930
 99,  0 | TrAcc: 0.4492, TrLoss:  1.80010, VaAcc: 0.3637, VaLoss:  2.60767

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
 'task_id': 30}

DATA CONFIG
{'dataset': 'timit',
 'remove_bias': False,
 'te': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500},
 'tr': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': True,
        'minibatch_size': 1000},
 'va': {'in_seq_len': 40,
        'max_truncation': 0,
        'minibatch_mode': False,
        'minibatch_size': 500}}

TRAINING CONFIG
{'discrete_acts': ['i', 'c', 'o'],
 'gradient_clip_value': 0.5,
 'layer_configs': [{'layer_type': 'input'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_0'},
                   {'init_config': {'c': {'b': 'all_zero', 'w': 'xavier'},
                                    'f': {'b': 'all_one', 'w': 'xavier'},
                                    'i': {'b': 'all_zero', 'w': 'xavier'},
                                    'o': {'b': 'all_zero', 'w': 'xavier'}},
                    'layer_type': 'lstm',
                    'regularization': {'mode': 'none',
                                       'output_zo_prob': 0.01,
                                       'state_zo_prob': 0.05},
                    'var_scope': 'lstm_1'},
                   {'init_config': {'b': 'all_zero', 'w': 'xavier'},
                    'layer_type': 'fc',
                    'regularization': {'mode': 'l2', 'strength': 0.0},
                    'var_scope': 'output_layer'}],
 'layout': [13, 70, 100, 60],
 'n_bins': 2.0,
 'output_type': 'classification',
 'weight_type': 'ternary'}
==============================


  0,  0 | TrAcc: 0.0167, TrLoss:  4.60952, VaAcc: 0.0162, VaLoss:  4.62330
  1,  0 | TrAcc: 0.2525, TrLoss:  2.78935, VaAcc: 0.2171, VaLoss:  2.98427
  2,  0 | TrAcc: 0.3175, TrLoss:  2.43981, VaAcc: 0.2704, VaLoss:  2.74013
  3,  0 | TrAcc: 0.3295, TrLoss:  2.32937, VaAcc: 0.2768, VaLoss:  2.69634
  4,  0 | TrAcc: 0.3564, TrLoss:  2.23215, VaAcc: 0.2986, VaLoss:  2.61724
  5,  0 | TrAcc: 0.3688, TrLoss:  2.15998, VaAcc: 0.3172, VaLoss:  2.58283
  6,  0 | TrAcc: 0.3675, TrLoss:  2.14956, VaAcc: 0.3223, VaLoss:  2.60337
  7,  0 | TrAcc: 0.3761, TrLoss:  2.11389, VaAcc: 0.3148, VaLoss:  2.57414
  8,  0 | TrAcc: 0.3883, TrLoss:  2.05429, VaAcc: 0.3273, VaLoss:  2.57636
  9,  0 | TrAcc: 0.3914, TrLoss:  2.05028, VaAcc: 0.3191, VaLoss:  2.57225
 10,  0 | TrAcc: 0.3886, TrLoss:  2.05286, VaAcc: 0.3245, VaLoss:  2.57802
 11,  0 | TrAcc: 0.3985, TrLoss:  2.02324, VaAcc: 0.3230, VaLoss:  2.57866
 12,  0 | TrAcc: 0.4021, TrLoss:  2.01024, VaAcc: 0.3389, VaLoss:  2.53054
 13,  0 | TrAcc: 0.4025, TrLoss:  2.00749, VaAcc: 0.3226, VaLoss:  2.55463
 14,  0 | TrAcc: 0.4055, TrLoss:  1.99869, VaAcc: 0.3251, VaLoss:  2.56088
 15,  0 | TrAcc: 0.4097, TrLoss:  1.98147, VaAcc: 0.3404, VaLoss:  2.56516
 16,  0 | TrAcc: 0.4087, TrLoss:  1.96883, VaAcc: 0.3368, VaLoss:  2.54983
 17,  0 | TrAcc: 0.4154, TrLoss:  1.96817, VaAcc: 0.3499, VaLoss:  2.54452
 18,  0 | TrAcc: 0.4117, TrLoss:  1.95789, VaAcc: 0.3297, VaLoss:  2.55738
 19,  0 | TrAcc: 0.4166, TrLoss:  1.94175, VaAcc: 0.3411, VaLoss:  2.56097
 20,  0 | TrAcc: 0.4180, TrLoss:  1.95993, VaAcc: 0.3346, VaLoss:  2.56978
 21,  0 | TrAcc: 0.4225, TrLoss:  1.92942, VaAcc: 0.3467, VaLoss:  2.55166
 22,  0 | TrAcc: 0.4166, TrLoss:  1.92639, VaAcc: 0.3439, VaLoss:  2.54086
 23,  0 | TrAcc: 0.4158, TrLoss:  1.94442, VaAcc: 0.3364, VaLoss:  2.56455
 24,  0 | TrAcc: 0.4220, TrLoss:  1.91484, VaAcc: 0.3396, VaLoss:  2.57627
 25,  0 | TrAcc: 0.4200, TrLoss:  1.93916, VaAcc: 0.3473, VaLoss:  2.57400
 26,  0 | TrAcc: 0.4257, TrLoss:  1.91586, VaAcc: 0.3521, VaLoss:  2.55130
 27,  0 | TrAcc: 0.4299, TrLoss:  1.88295, VaAcc: 0.3599, VaLoss:  2.54832
 28,  0 | TrAcc: 0.4246, TrLoss:  1.88388, VaAcc: 0.3400, VaLoss:  2.55349
 29,  0 | TrAcc: 0.4319, TrLoss:  1.88335, VaAcc: 0.3540, VaLoss:  2.53856
 30,  0 | TrAcc: 0.4353, TrLoss:  1.88109, VaAcc: 0.3420, VaLoss:  2.55052
 31,  0 | TrAcc: 0.4297, TrLoss:  1.88403, VaAcc: 0.3534, VaLoss:  2.55712
 32,  0 | TrAcc: 0.4423, TrLoss:  1.85952, VaAcc: 0.3568, VaLoss:  2.54278
 33,  0 | TrAcc: 0.4316, TrLoss:  1.87564, VaAcc: 0.3366, VaLoss:  2.56127
 34,  0 | TrAcc: 0.4340, TrLoss:  1.87211, VaAcc: 0.3540, VaLoss:  2.54721
 35,  0 | TrAcc: 0.4407, TrLoss:  1.85161, VaAcc: 0.3404, VaLoss:  2.55462
 36,  0 | TrAcc: 0.4315, TrLoss:  1.85617, VaAcc: 0.3502, VaLoss:  2.56155
 37,  0 | TrAcc: 0.4351, TrLoss:  1.87838, VaAcc: 0.3530, VaLoss:  2.55727
 38,  0 | TrAcc: 0.4404, TrLoss:  1.84855, VaAcc: 0.3355, VaLoss:  2.56757
 39,  0 | TrAcc: 0.4299, TrLoss:  1.88337, VaAcc: 0.3437, VaLoss:  2.57799
 40,  0 | TrAcc: 0.4353, TrLoss:  1.85732, VaAcc: 0.3398, VaLoss:  2.58302
 41,  0 | TrAcc: 0.4366, TrLoss:  1.85169, VaAcc: 0.3327, VaLoss:  2.57252
 42,  0 | TrAcc: 0.4394, TrLoss:  1.85503, VaAcc: 0.3400, VaLoss:  2.57967
 43,  0 | TrAcc: 0.4443, TrLoss:  1.83377, VaAcc: 0.3536, VaLoss:  2.55965
 44,  0 | TrAcc: 0.4400, TrLoss:  1.84139, VaAcc: 0.3497, VaLoss:  2.55957
 45,  0 | TrAcc: 0.4403, TrLoss:  1.84922, VaAcc: 0.3527, VaLoss:  2.55099
 46,  0 | TrAcc: 0.4443, TrLoss:  1.82558, VaAcc: 0.3545, VaLoss:  2.55263
 47,  0 | TrAcc: 0.4457, TrLoss:  1.82215, VaAcc: 0.3607, VaLoss:  2.54901
 48,  0 | TrAcc: 0.4374, TrLoss:  1.84832, VaAcc: 0.3499, VaLoss:  2.57480
 49,  0 | TrAcc: 0.4440, TrLoss:  1.82157, VaAcc: 0.3603, VaLoss:  2.56524
 50,  0 | TrAcc: 0.4443, TrLoss:  1.82145, VaAcc: 0.3558, VaLoss:  2.55287
 51,  0 | TrAcc: 0.4495, TrLoss:  1.82113, VaAcc: 0.3545, VaLoss:  2.55856
 52,  0 | TrAcc: 0.4464, TrLoss:  1.81220, VaAcc: 0.3482, VaLoss:  2.58010
 53,  0 | TrAcc: 0.4455, TrLoss:  1.81848, VaAcc: 0.3607, VaLoss:  2.56294
 54,  0 | TrAcc: 0.4521, TrLoss:  1.80555, VaAcc: 0.3599, VaLoss:  2.55065
