  9,  0 | TrAcc: 0.3944, TrLoss:  2.04225, VaAcc: 0.3381, VaLoss:  2.54162
 10,  0 | TrAcc: 0.4017, TrLoss:  2.01539, VaAcc: 0.3394, VaLoss:  2.51610
 11,  0 | TrAcc: 0.4074, TrLoss:  1.99847, VaAcc: 0.3351, VaLoss:  2.52279
 12,  0 | TrAcc: 0.4025, TrLoss:  2.00008, VaAcc: 0.3340, VaLoss:  2.53249
 13,  0 | TrAcc: 0.4109, TrLoss:  1.98070, VaAcc: 0.3489, VaLoss:  2.50957
 14,  0 | TrAcc: 0.4221, TrLoss:  1.93785, VaAcc: 0.3486, VaLoss:  2.49843
 15,  0 | TrAcc: 0.4158, TrLoss:  1.95327, VaAcc: 0.3508, VaLoss:  2.53955
 16,  0 | TrAcc: 0.4208, TrLoss:  1.93722, VaAcc: 0.3588, VaLoss:  2.50849
 17,  0 | TrAcc: 0.4259, TrLoss:  1.91823, VaAcc: 0.3562, VaLoss:  2.49858
 18,  0 | TrAcc: 0.4148, TrLoss:  1.92910, VaAcc: 0.3491, VaLoss:  2.49975
 19,  0 | TrAcc: 0.4309, TrLoss:  1.89757, VaAcc: 0.3618, VaLoss:  2.50077
 20,  0 | TrAcc: 0.4339, TrLoss:  1.89828, VaAcc: 0.3553, VaLoss:  2.50375
 21,  0 | TrAcc: 0.4335, TrLoss:  1.88579, VaAcc: 0.3512, VaLoss:  2.52403
 22,  0 | TrAcc: 0.4301, TrLoss:  1.87671, VaAcc: 0.3668, VaLoss:  2.49823
 23,  0 | TrAcc: 0.4325, TrLoss:  1.89177, VaAcc: 0.3502, VaLoss:  2.49748
 24,  0 | TrAcc: 0.4346, TrLoss:  1.88317, VaAcc: 0.3607, VaLoss:  2.47039
 25,  0 | TrAcc: 0.4389, TrLoss:  1.84445, VaAcc: 0.3769, VaLoss:  2.47318
 26,  0 | TrAcc: 0.4443, TrLoss:  1.85092, VaAcc: 0.3726, VaLoss:  2.48313
 27,  0 | TrAcc: 0.4352, TrLoss:  1.86561, VaAcc: 0.3663, VaLoss:  2.49943
 28,  0 | TrAcc: 0.4427, TrLoss:  1.84937, VaAcc: 0.3652, VaLoss:  2.50181
 29,  0 | TrAcc: 0.4404, TrLoss:  1.86190, VaAcc: 0.3687, VaLoss:  2.50485
 30,  0 | TrAcc: 0.4365, TrLoss:  1.87168, VaAcc: 0.3665, VaLoss:  2.50463
 31,  0 | TrAcc: 0.4391, TrLoss:  1.83966, VaAcc: 0.3687, VaLoss:  2.49893
 32,  0 | TrAcc: 0.4424, TrLoss:  1.83570, VaAcc: 0.3756, VaLoss:  2.48901
 33,  0 | TrAcc: 0.4439, TrLoss:  1.83784, VaAcc: 0.3685, VaLoss:  2.48901
 34,  0 | TrAcc: 0.4427, TrLoss:  1.83449, VaAcc: 0.3687, VaLoss:  2.50204
 35,  0 | TrAcc: 0.4455, TrLoss:  1.83723, VaAcc: 0.3728, VaLoss:  2.50681
 36,  0 | TrAcc: 0.4461, TrLoss:  1.84266, VaAcc: 0.3601, VaLoss:  2.51694
 37,  0 | TrAcc: 0.4477, TrLoss:  1.82921, VaAcc: 0.3601, VaLoss:  2.52283
 38,  0 | TrAcc: 0.4438, TrLoss:  1.84018, VaAcc: 0.3724, VaLoss:  2.51170
 39,  0 | TrAcc: 0.4461, TrLoss:  1.81519, VaAcc: 0.3672, VaLoss:  2.49876
 40,  0 | TrAcc: 0.4572, TrLoss:  1.79432, VaAcc: 0.3715, VaLoss:  2.49852
 41,  0 | TrAcc: 0.4542, TrLoss:  1.79595, VaAcc: 0.3650, VaLoss:  2.49821
 42,  0 | TrAcc: 0.4519, TrLoss:  1.80386, VaAcc: 0.3689, VaLoss:  2.51204
 43,  0 | TrAcc: 0.4515, TrLoss:  1.80839, VaAcc: 0.3668, VaLoss:  2.48673
 44,  0 | TrAcc: 0.4456, TrLoss:  1.82949, VaAcc: 0.3659, VaLoss:  2.52216
 45,  0 | TrAcc: 0.4522, TrLoss:  1.79698, VaAcc: 0.3732, VaLoss:  2.50417
 46,  0 | TrAcc: 0.4541, TrLoss:  1.80290, VaAcc: 0.3773, VaLoss:  2.49586
 47,  0 | TrAcc: 0.4577, TrLoss:  1.77679, VaAcc: 0.3741, VaLoss:  2.49417
 48,  0 | TrAcc: 0.4484, TrLoss:  1.80247, VaAcc: 0.3754, VaLoss:  2.49685
 49,  0 | TrAcc: 0.4555, TrLoss:  1.80168, VaAcc: 0.3693, VaLoss:  2.51353
 50,  0 | TrAcc: 0.4546, TrLoss:  1.78398, VaAcc: 0.3696, VaLoss:  2.50040
 51,  0 | TrAcc: 0.4611, TrLoss:  1.78648, VaAcc: 0.3696, VaLoss:  2.50429
 52,  0 | TrAcc: 0.4549, TrLoss:  1.79479, VaAcc: 0.3674, VaLoss:  2.51071
 53,  0 | TrAcc: 0.4541, TrLoss:  1.79818, VaAcc: 0.3674, VaLoss:  2.51345
 54,  0 | TrAcc: 0.4582, TrLoss:  1.77442, VaAcc: 0.3676, VaLoss:  2.50758
 55,  0 | TrAcc: 0.4597, TrLoss:  1.77177, VaAcc: 0.3663, VaLoss:  2.51519
 56,  0 | TrAcc: 0.4593, TrLoss:  1.78914, VaAcc: 0.3726, VaLoss:  2.50336
 57,  0 | TrAcc: 0.4619, TrLoss:  1.77348, VaAcc: 0.3629, VaLoss:  2.50235
 58,  0 | TrAcc: 0.4667, TrLoss:  1.76518, VaAcc: 0.3672, VaLoss:  2.50510
 59,  0 | TrAcc: 0.4626, TrLoss:  1.77090, VaAcc: 0.3659, VaLoss:  2.51593
 60,  0 | TrAcc: 0.4582, TrLoss:  1.78835, VaAcc: 0.3596, VaLoss:  2.51668
 61,  0 | TrAcc: 0.4606, TrLoss:  1.77807, VaAcc: 0.3674, VaLoss:  2.51879
 62,  0 | TrAcc: 0.4565, TrLoss:  1.78540, VaAcc: 0.3689, VaLoss:  2.51650
 63,  0 | TrAcc: 0.4616, TrLoss:  1.77813, VaAcc: 0.3614, VaLoss:  2.53546
 64,  0 | TrAcc: 0.4651, TrLoss:  1.77498, VaAcc: 0.3573, VaLoss:  2.52627
 65,  0 | TrAcc: 0.4626, TrLoss:  1.77573, VaAcc: 0.3702, VaLoss:  2.53118
 66,  0 | TrAcc: 0.4601, TrLoss:  1.76437, VaAcc: 0.3657, VaLoss:  2.52745
 67,  0 | TrAcc: 0.4616, TrLoss:  1.75884, VaAcc: 0.3650, VaLoss:  2.53144
 68,  0 | TrAcc: 0.4635, TrLoss:  1.76323, VaAcc: 0.3512, VaLoss:  2.54090
 69,  0 | TrAcc: 0.4585, TrLoss:  1.77804, VaAcc: 0.3661, VaLoss:  2.53450
 70,  0 | TrAcc: 0.4600, TrLoss:  1.77354, VaAcc: 0.3629, VaLoss:  2.53633
 71,  0 | TrAcc: 0.4594, TrLoss:  1.76879, VaAcc: 0.3663, VaLoss:  2.52703
 72,  0 | TrAcc: 0.4645, TrLoss:  1.75758, VaAcc: 0.3616, VaLoss:  2.54128
 73,  0 | TrAcc: 0.4572, TrLoss:  1.76962, VaAcc: 0.3668, VaLoss:  2.53609
 74,  0 | TrAcc: 0.4591, TrLoss:  1.77111, VaAcc: 0.3624, VaLoss:  2.53974
 75,  0 | TrAcc: 0.4640, TrLoss:  1.75637, VaAcc: 0.3693, VaLoss:  2.53023
 76,  0 | TrAcc: 0.4651, TrLoss:  1.75562, VaAcc: 0.3655, VaLoss:  2.53924
 77,  0 | TrAcc: 0.4620, TrLoss:  1.76699, VaAcc: 0.3687, VaLoss:  2.53688
 78,  0 | TrAcc: 0.4682, TrLoss:  1.74615, VaAcc: 0.3655, VaLoss:  2.52339
 79,  0 | TrAcc: 0.4637, TrLoss:  1.75206, VaAcc: 0.3700, VaLoss:  2.53311
 80,  0 | TrAcc: 0.4582, TrLoss:  1.76971, VaAcc: 0.3605, VaLoss:  2.55305
 81,  0 | TrAcc: 0.4665, TrLoss:  1.74520, VaAcc: 0.3689, VaLoss:  2.53705
 82,  0 | TrAcc: 0.4640, TrLoss:  1.76278, VaAcc: 0.3687, VaLoss:  2.52775
 83,  0 | TrAcc: 0.4717, TrLoss:  1.73879, VaAcc: 0.3637, VaLoss:  2.52704
 84,  0 | TrAcc: 0.4638, TrLoss:  1.76414, VaAcc: 0.3715, VaLoss:  2.53476
 85,  0 | TrAcc: 0.4607, TrLoss:  1.75996, VaAcc: 0.3611, VaLoss:  2.55434
 86,  0 | TrAcc: 0.4640, TrLoss:  1.74870, VaAcc: 0.3700, VaLoss:  2.53562
 87,  0 | TrAcc: 0.4637, TrLoss:  1.75324, VaAcc: 0.3633, VaLoss:  2.55588
 88,  0 | TrAcc: 0.4713, TrLoss:  1.74071, VaAcc: 0.3693, VaLoss:  2.54042
 89,  0 | TrAcc: 0.4673, TrLoss:  1.74165, VaAcc: 0.3659, VaLoss:  2.55388
 90,  0 | TrAcc: 0.4598, TrLoss:  1.76025, VaAcc: 0.3618, VaLoss:  2.55075
 91,  0 | TrAcc: 0.4620, TrLoss:  1.74446, VaAcc: 0.3577, VaLoss:  2.55100
 92,  0 | TrAcc: 0.4617, TrLoss:  1.75272, VaAcc: 0.3562, VaLoss:  2.55540
 93,  0 | TrAcc: 0.4495, TrLoss:  1.78850, VaAcc: 0.3499, VaLoss:  2.56265
 94,  0 | TrAcc: 0.4652, TrLoss:  1.73806, VaAcc: 0.3672, VaLoss:  2.54191
 95,  0 | TrAcc: 0.4692, TrLoss:  1.73045, VaAcc: 0.3702, VaLoss:  2.55438
 96,  0 | TrAcc: 0.4621, TrLoss:  1.75179, VaAcc: 0.3627, VaLoss:  2.54341
 97,  0 | TrAcc: 0.4689, TrLoss:  1.73677, VaAcc: 0.3696, VaLoss:  2.55282
 98,  0 | TrAcc: 0.4609, TrLoss:  1.74940, VaAcc: 0.3573, VaLoss:  2.55251
 99,  0 | TrAcc: 0.4563, TrLoss:  1.77108, VaAcc: 0.3622, VaLoss:  2.55415

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
