 70,  0 | TrAcc: 0.5043, TrLoss:  1.60565, VaAcc: 0.4036, VaLoss:  2.43903
 71,  0 | TrAcc: 0.5071, TrLoss:  1.59353, VaAcc: 0.4002, VaLoss:  2.43370
 72,  0 | TrAcc: 0.5040, TrLoss:  1.59814, VaAcc: 0.4114, VaLoss:  2.43321
 73,  0 | TrAcc: 0.5030, TrLoss:  1.59669, VaAcc: 0.3950, VaLoss:  2.44949
 74,  0 | TrAcc: 0.5038, TrLoss:  1.59099, VaAcc: 0.4097, VaLoss:  2.43947
 75,  0 | TrAcc: 0.5103, TrLoss:  1.58093, VaAcc: 0.4000, VaLoss:  2.45173
 76,  0 | TrAcc: 0.5040, TrLoss:  1.60301, VaAcc: 0.4051, VaLoss:  2.45119
 77,  0 | TrAcc: 0.5002, TrLoss:  1.60212, VaAcc: 0.4034, VaLoss:  2.44508
 78,  0 | TrAcc: 0.5072, TrLoss:  1.58728, VaAcc: 0.4034, VaLoss:  2.44787
 79,  0 | TrAcc: 0.5084, TrLoss:  1.57775, VaAcc: 0.4041, VaLoss:  2.44616
 80,  0 | TrAcc: 0.5082, TrLoss:  1.58291, VaAcc: 0.4066, VaLoss:  2.45254
 81,  0 | TrAcc: 0.5066, TrLoss:  1.59373, VaAcc: 0.4133, VaLoss:  2.43670
 82,  0 | TrAcc: 0.5131, TrLoss:  1.56958, VaAcc: 0.3911, VaLoss:  2.45419
 83,  0 | TrAcc: 0.5115, TrLoss:  1.57475, VaAcc: 0.4122, VaLoss:  2.44378
 84,  0 | TrAcc: 0.5141, TrLoss:  1.57518, VaAcc: 0.4101, VaLoss:  2.44881
 85,  0 | TrAcc: 0.5052, TrLoss:  1.59571, VaAcc: 0.4058, VaLoss:  2.45594
 86,  0 | TrAcc: 0.5077, TrLoss:  1.58632, VaAcc: 0.4118, VaLoss:  2.45764
 87,  0 | TrAcc: 0.5134, TrLoss:  1.57416, VaAcc: 0.4075, VaLoss:  2.46899
 88,  0 | TrAcc: 0.5018, TrLoss:  1.60092, VaAcc: 0.4131, VaLoss:  2.46557
 89,  0 | TrAcc: 0.5001, TrLoss:  1.59610, VaAcc: 0.4103, VaLoss:  2.46828
 90,  0 | TrAcc: 0.5031, TrLoss:  1.59388, VaAcc: 0.4094, VaLoss:  2.45339
 91,  0 | TrAcc: 0.5074, TrLoss:  1.58095, VaAcc: 0.4116, VaLoss:  2.45603
 92,  0 | TrAcc: 0.5054, TrLoss:  1.58537, VaAcc: 0.4002, VaLoss:  2.47609
 93,  0 | TrAcc: 0.5126, TrLoss:  1.56536, VaAcc: 0.4017, VaLoss:  2.47143
 94,  0 | TrAcc: 0.5127, TrLoss:  1.55909, VaAcc: 0.4010, VaLoss:  2.47077
 95,  0 | TrAcc: 0.5106, TrLoss:  1.57185, VaAcc: 0.3956, VaLoss:  2.47358
 96,  0 | TrAcc: 0.5100, TrLoss:  1.56641, VaAcc: 0.4030, VaLoss:  2.47120
 97,  0 | TrAcc: 0.5178, TrLoss:  1.56077, VaAcc: 0.3978, VaLoss:  2.47120
 98,  0 | TrAcc: 0.5059, TrLoss:  1.58707, VaAcc: 0.4038, VaLoss:  2.47254
 99,  0 | TrAcc: 0.5079, TrLoss:  1.56854, VaAcc: 0.3952, VaLoss:  2.47994

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
 'mode': {'max_epochs': 100, 'min_error': 0, 'name': 'classic'},
